overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,helpful
4.0,True,2012-09-16,A1H644X0FTKD6X,B007XPPA28,,Soulster,"This design was working well for me; I had a Seidio for my previous phone. I wanted something rugged. The clip design needs to be re-worked. The clip is not rugged enough. The clip broke it 3 days after getting it. Part of this is design and the other part is placement. I hooked the holster while sitting down. If I had placed it forward or back from being squarely on the hip, no problem. The company may want to review this design. If this was a Seidio, I'd have yelled from the mountain top, 'cause Similar case/holster designs from Seidio are priced $50-60 instead of the $15 for the Amzer at Amazon. I'll probably buy 1 or 2 more, and *remember* not to hang it squarely on my hip.","Like the design a lot, just don't wear it squarely on your hip.",1347753600,4.0,,
4.0,True,2012-04-16,A383U4BAHG610V,B005BE0BNQ,,Dandealyon,"I bought this phone to replace my other basic phone which I only used for its basic features, like texting, calling, taking pictures and such. If you're a data user, reading this post can't help you that much. I have no data plan, so I never used wifi, or any of the Internet stuff on this phone. I read on some other post, that this phone needs data plan to set up, (so you don't pay extra money just to set up the phone). When I first had it, it didn't need data plan to set up.  Overall the phone's decent enough, just some minor issues that I wanna point out.

The calling feature is good. It is a touch screen but one needs to unlock the screen in order to answer.(unless the screen is already unlocked) So, you shouldn't need to worry about answering or rejecting a call by accident.  And it stores your calls real good. I have this phone for four weeks or so. It stores my calls from the first day I got it.

The texting feature is quite bad. Though it stores all your conversation from every contact in your phone. It doesn't give you time. If you want to go back and look for a message, there's no way it can tell you what time you got it. or what time you sent it. If you send or receive the message today, it will give you exact time of when you send or receive the message. But when it's the next day, the messages from before will appear as yesterday. As time goes on, they will appear as last week, two weeks ago, three weeks ago and such. There's no way to tell what time or even what day you've gotten or received those messages.  It's pretty small thing missing on a smart phone, i found it ridiculous.

The camera feature is bad. If there was enough light, and your hand don't shake. The pictures come out decent enough. But there's no way on this phone to adjust ANYTHING at all. When you open the camera app, it just gives a shutter and a flash to snap picture. There's no way to adjust brightness, contract, zoom-in, zoom-out. Nothing. You have a shutter and you're stuck with it.  I even have more option on my old basic phone. The video feature is okay, I'll say. But still it will be better if you can have control over SOME stuff.

The battery life really isn't good. It takes away lot battery life when you turn it off(stand-by. not shut it down). I forgot to charge this phone one time and I had about 15% battery life left. I didn't use this phone for the whole afternoon and when I got home the phone was long dead. Talk on the phone for half an hour take away almost half of the battery. I don't even use the internet and I charge this phone constantly. NOTE: THERE'S A OPINION, ""LEAVE WIFI ON WHEN THE PHONE'S ASLEEP"" DONT CHOOSE THAT. You'll fall asleep with a fully charged phone and wake up with a dead phone.

Other than that, I'll say the vibration of this phone is subtle, weak and close to nothing. You can put it right on your table in front of you while doing something and don't even notice it vibrates, let along put it in your purses or bags. You won't check a message or notice a missed call till half hour, one hour later. My suggestion is, if you have to put the phone on vibrate, check your phone constantly. Or just hold it in your hand. That's the only way you'll know when you get a message or call.",decent enough but have some minor issues,1334534400,2.0,,
5.0,True,2012-03-01,A1Z22E97FMZ3A2,B0067HQL30,,S M.,"UPDATE: 06272012 Battery life has been very good and exceded my expectations Note I do keep data and wifi turned off unless I need it.

UPDATE: 06072012 - FYI ICS - Ice Cream Sandwich GT-N7000
The android 4.0.3 soft/firmware update dropped last night for those of you who got amazon phones with PDA and base bands - UBKK1/UBKK2 TTT go to settings about phone to see your model and baseband
new model GT-N7000 baseband N7000welp7 Kernel 3.0.15-N7000UBLPC-CL558418
KIES now reports current / latest firmware version PDA:LPC / PHONE:LP7 / CSC:LP9 (TTT)
Download Samsumg KIES form Samsung follow instructions.
Do your research!
Know what you are doing before you do itI
The download takes a while but went off with out a hitch connected to a PC. I would not try the OTA route it will cost you a lot.
I have been playing with it this morning so far so good seems a little faster mostly lots of little tweaks and improved useability for those with visual limitations.

---------------------------------

Was forced to enter the 21ST century and get a smart phone. I was happy with my dumb barely a feature phone. It made phone calls and that's what I need a phone for.
I like this thing its huge thin and works

There have been some complaints in the forums about screen problems I don't have any of them.

Pros:
Shinny.
I really like it
carrier unlocked
big but then I have large baseball mitts for hands
does fit nicely in a standard dress shirt pocket or suit coat pocket
Barely fits in a front pants pocked. Don't put it in your back pocked if you do you will only do it once and then have to get new phone.
thinner than an iPhone and 2 of the Apple sheeple I work with are already lusting over it.
really nice screen
physical home button
no carrier bloat/crap-ware
not an AT&T phone
will work fine on AT&T
has a slightly faster processor than the AT&T I717 variant
works on T-Mobile although with slower data
did't need to extend contract
my old plan doesn't have data and is cheaper than anything they offer now.
Plays YOUTube videos nicely over WiFi
removable battery
old school s-pen stylus is nice for those of us with big baseball mitt fingers.
The phone is responsive so far no real lag and seems faster then the coworkers phones we compared it to
Boot time is about the same as my old ""just a phone"" phone
Nice build quality does not feel cheap
Micro SD card slot up to 32GB

cons:
big those with small hands should think about one of its littler Galaxy brothers
does not have T-Mobile 1700 MHz data Band so only slow edge data for now
It is rumored that T-Mobile will be getting 1900mHz data some time in 2013 we will see if it happens when it happens
has Euro WIFI settings so US A/N 5.0 GHZ issue see XDA-developers Wiki for a fix
Only supports up 32GB micro SD card
only 16GB internal memory
The s-pen stylus is a little small and clumsy for those of us with big baseball mitt fingers.
I will have to get one of the full size s-pen pen-stylus'
Back cover is thin flexible plastic held in place with with little tabs and annoying to remove ""peal off"" and replace",LIKE,1330560000,5.0,,
3.0,True,2011-11-10,A2R5SD0SEEK90U,B005MWCT96,,Carlos Franco,"First of all, I used to be bb fan, but after tried my Samsung Galaxy S2, EVERYTHING CHANGE!!! now I say... ""why did I waste my time before with bb?"" lol... But I need bb for my work, cuz my chief has one, and do not use droid and whatsapp, so I had to buy the best bb in the market so far, this...

CONS
1. Looks cheap, I mean it! is like a plastic cellphone toy...
2. It has its times!! sometimes became slow and freeze...
3. Camera 5mp, its not bad but not amazing, compared to my Samsung Galaxy S2 cam, I'm going to post image comparing pictures taken without edit!
4. More of the same
5. Very expensive for what it is

PROS
1. Best BB in the market so far
2. Liquid Graphics look cool and bright! (compared with other BBs ONLY, cuz if I compare this with Samsung Galaxy S2, I rate this 1 star lol)
3. BB OS 7 gives a PLUS to this device
4. Is lighter than other BB's",this is the best bb in the market so far but its more of the same,1320883200,6.0,"['https://images-na.ssl-images-amazon.com/images/I/51NdgEBAJML._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/718rs6TduJL._SY88.jpg']",
1.0,True,2012-09-13,A25Q1MLTNRLOO2,B0050I1MHC,,JD,"I held out reviewing this product because I had some initial issues with the unit; however, I continued to have issues with ALL of the replacement units.  That's right, I said ALL.  Within 1 year of purchasing the PhoneSuit Elite, I have had 4 replacements!  That's a total of 5 units!

While the battery life of the PhoneSuit Elite appears to dwarf some similar products (A fully charged PSE will fully charge an iPhone 4 from about 5% and still have a bit left in the tank.), the quality leaves much to be desired.  Specifically, I've listed some of the issues below:

* The on/off button didn't work on 2 of my units.
* The PSE would not simultaneously charge my iPhone and PSE; I had to charge the PSE, then charge the iPhone separately, and then charge back up the PSE.
* Somewhat related to the above issue, when plugged into my computer to sync my iPhone, the PSE cannot seem to invoke the appropriate connection.  In other words, before connecting to the computer, I turn the PSE on (It begins to charge.); as soon as I connect the USB cable, the PSE ceases to charge/connect, making it impossible to connect to the computer ""through"" the PSE.  I have to take the PSE completely off and use the standard 30-pin connector.
* The top clips are flimsy and slide off the phone very easily.  Imagine trying to retrieve the phone from your front pocket and pulling the top clip off or pulling the phone out leaving the clip in your pocket.  Plus, they break frequently.
* All of the battery indicators don't work on my most recent replacement.

Anyways, I hope this helps people.  It's important to note that customer service is marginal.  I have had to pay S&H on at least 2 replacements and had to ask specifically the other 2 times.

Good luck.",Buyer Beware,1347494400,2.0,,
5.0,True,2011-05-07,A1ZNACKDXOZ98W,B000OJBR7W,,A Philson,does the trick and tastes way better than the rest. i will buy this product before any of the others on the market.,so necessay,1304726400,6.0,,
4.0,True,2012-02-01,A24ET37L6TAS1Y,B0050SH9VK,"{'Size:': ' One Size', 'Color:': ' Orange'}",Kickin&#039; It,"When I first got my iPhone, by the late afternoon or evening, I was running on fumes. I would be afraid that my phone would die in the middle of something important.  The Mophie let's me go two days on a charge, but I always plug it in at night. Now, no worries. I leave the case on the whole time. It's a nice case and I have received many compliments on it. But the true reason I got it is for the extra juice. It that is why you are reading the reviews on the juice pack, then your search is over.

6 months later...
It is now August 2, 2012.  I cannot complain, but the charge has gone down somewhat.  The mophie will not last me the entire day.  I also need to emphasize that I use the mophie primarily as my battery.  My iphone battery is practically never been used since I got the mophie.  I rely only on the charger FIRST, then I use my phone's battery at the end of the day.  It could be that I'm using the internet much more, but I don't think so.  Would I get this again...? Probably, but not for $100.  It also seems, if you do your research, that there are too many fake products on the website and is hard to distinguish among them all.

about a year later...
It is now January 4, 2013.  My mophie had a good life.  It doesn't get through the day anymore like she used to :)  I'll keep her around until there is no more.  I don't think I'll be waiting too much longer though.  I am already scouting for another battery case.  I not sure if I'll get another mophie since they last just a year.  I have read that others' experiences with mophie are shorter than that so I am lucky in that respect. Good luck to all readers.",It's Beautiful at the Beginning...,1328054400,30.0,,
5.0,True,2012-04-10,A1BBAJWL4EJ0J1,B00607JBNO,,mike,"The Plan - $30 / month, 5gb 4G data, unlimited EVDO, 100 minutes. EXCELLENT coverage in my area. Previously had Verizon and Virgin Mobile, T-mobile fits somewhere in between the 2, not as good as Verizon, much better than Virgin Mobile. the 4G is about as fast as my 6mbps ATT DSL at home, PERFECT for pandora, netflix, tethering (included btw).

The Phone - cheap back, everything else is about as good as the Droid Incredible that came out over 2 years ago.

This is hands down, THE best prepaid plan and phone you can get right now.",T-Mobile's GENIUS move,1334016000,2.0,,
2.0,True,2012-01-08,A2Z67HW6W6G5KZ,B005W8NLG0,,NS1,"With my Droid X, the phone snapped easily into the dock, and the ""Car Dock"" software interface was friendly, easy to navigate and customizable.

Motorola took a significant step backwards with the dock for the Razr. Probably to facilitate ""skins"", getting a naked phone into the dock requires wrestling with the position so the charging plug will slide in. Its frustrating. And the ""car Dock"" software is actually less capable than the Droid X (possibly to reduce direct interaction with the Razr's functions while driving).

Love the Razr, but not the dock.","Cumbersome Fitment. Droid ""Dock"" interface a downgrade from Droid X Car Dock.",1325980800,4.0,,
4.0,True,2012-11-13,AZOLEQKA567KF,B00GXIA8SW,{'Size:': ' Samsung Galaxy S3'},franklyray,"Looked everywhere to find a charger/stand for my SGS3. First one I received did not charge the phone, only the spare battery. I returned it and found this one. Perfect.",As advertised,1352764800,2.0,,
5.0,True,2012-02-02,A15U64VGUV6RBF,B005EEO4OA,,S. Carlson,"The only drawbacks to HTC's EVO 3D smart phone are the lack of a kickstand and side buttons that don't stick out very far...faults easily corrected with this nice case from Seidio. The case offers moderate protection in the event of a light fall, as well as providing cutouts for the side buttons to protrude through for easier access. The kickstand is a little stiff and difficult to deploy the first few times you use it, but shortly becomes indispensable. Highly recommended.",Excellent case for EVO 3D,1328140800,2.0,,
4.0,True,2012-11-08,A34J2IUA5DJLYU,B007WN1ZNE,"{'Color:': ' Black', 'Package Type:': ' Standard Packaging'}","Socrates N. Turner, IV","If you have the Note 2 from sprint, this case will not fit your phone. The power button placement is different than the original Note.

If you remove the hard plastic case and just use the soft silicone case underneath- it will fit. But that isn't what you bought this for. You want the shock absorbtion of the silicone and the damage protection of the hard plastic.

If this is for the original Note from AT&T I would give it 4 stars. It's super hard to get your fone out of the case when clipped into the belt holster. That's good- it means your phone is not slipping off anytime soon.

The kickstand is prett good. I couldn't charge my phone with the case on it, as my cable is too thick, but that's  more on the cable than on this holster.

It think it's a great product for it's intended use. I tried to get it to work on my Note 2 from sprint and felt like i was going to break my phone. It's a smidge too tight.

Great product for it's intended use.",DOES NOT FIT NOTE 2 from Sprint!!,1352332800,8.0,,
5.0,True,2012-04-18,AOPMBQW78V5Z6,B006JB6XH8,"{'Size:': ' iPhone 4/4S (3 Front & 2 Back )', 'Color:': ' Clear'}",JMan1376,"I have ruined 9 screen proctors total (another brand) b/c they kept attracting dust and debris from I have no idea where, even when I did clean with the cloth, canned air and scotch tape. I gave up on that brand ordered these instead and they are amazing! I cleaned thoroughly and the protector went on without any problems. The holes lined up for the speaker and camera and for the home button. It's crystal clear and doesn't even look like a screen protector is on my phone. I love them, so now we'll see how long it lasts before needing replaced, but I have high hopes.

Tips on adhering the protectors: Wash your hands and wipe down the surface you're sitting at with a damp paper towel and dry thoroughly. Wipe phone screen with the cloth provided, use canned air to blow off the screen, and finally use scotch tape to pick up any fine particles that may still be laying on the screen. Peel off the side labeled ""1"". I find it helpful to hold the protector horizontally and line up the speaker/camera hole and the home button hole. Slowly let go of the protector and use the small plastic card to smooth out any air bubbles left. Peel up the side ""2"" and finish using the small card to smooth out any corners. It was very simple and only took 5 minutes to put it on.","Fantastic, Ultra Clear, Smooth and Durable",1334707200,4.0,,
4.0,True,2011-04-30,AVXB8VH45TUF1,B004W83SWI,,TallGuy223,"After holding out for a long time on a smart phone, this phone on ATT's GoPhone plan finally got me to come over. I like having the capability of a smart phone, but hate paying the monthly fees when I rarely use them. I use prepaid because I'm a light user, and it helps me control cost.

Pick either 10c/min or 2$ per day unlimited.

Be aware AT&T will make you buy a data plan for $5 per month for 10 MB, even if you never use it because it's a smart phone.

PROS:
Droid is a great OS, and open source
Decent phone for $150 with no long term contract.
AT&T's service for porting my old number and filling the phone has been excellent.
The coverage is probably second only to Verizon
It's not with Apple who ripped us off with in app purchases and forces DRM on your content.

CONS:
Micro USB connector is non standard so you may need new chargers.
2 GB Micro SD will probably need to be replaced for most MP3 & Navigation purposes.
Smart phone battery life is not like a regular phone.",Finally a decent phone on a prepaid plan with low data charges,1304121600,20.0,,
5.0,True,2012-02-13,A3QWAWKFZC89BH,B006D9Q3GC,,Harley R.,"Was looking for a longer cable for my wife's Ipad.  She likes to keep using it when it is being charged and this allows her to use it comfortably in her chair without having to fight the OEM short cord.  Can't tell much difference between this cord and the OEM one.  I liked the looks of the cord before I ordered so I went ahead and ordered two.  One for each of us.  Be prepared when you order to wait a couple of weeks for shipping, but that wasn't a problem for me since I have ordered items shipped from China before and know the drill.  Good value for the price.",Great Iphone/pad cable,1329091200,19.0,,
5.0,True,2012-11-24,A2U88K6RQYMZJ1,B005HJPGV2,{'Size:': ' Samsung Galaxy Note 2 N7100 / i717'},Sylvia Rebekah Frias,"I absolutely love this Docking Station
it is awesome and works great with my Phone
Allows me to listen to music while charging
my phone.  Dock has a port to plug in speakers too
I just can't say enough about this product.
It is absolutely the best!",Best Docking station ever,1353715200,8.0,,
4.0,True,2010-10-29,A1NNSDU1DUZRJ7,B0014KOB6Y,{'Color:': ' 1 Room 3G'},Casey Digital Design,"We bought this device because I needed strong cell phone reception in my basement office. We wanted to get rid of the land line.

Here is my feedback:
1. The manual was confusing. It was easier for me than some people would find it, since I have technical experience with computers, networks, etc.
2. I had an easy install since I already had a hole in the ceiling from installing a network cable, so it was easy to thread the cable up to the first floor. If you needed to create a new hole in your ceiling and floor, maybe not so easy.
3. The placement of the antenna on a window up one floor worked great for my location. The recommendations on antenna placement seemed really difficult to comprehend. I got the basic idea and was lucky that it worked well.
4. Works great at my desk, four bars. Near my desk I get three, further away and I get a slight or no effect.

I love it because all I really wanted was great reception at my desk and that's what I got. Other people might not have as smooth of an experience. Some install pains involved.",Great for office users who need cell service.,1288310400,8.0,,
2.0,True,2012-01-12,ABKTE34F2D5GB,B001LBT50I,,Huy Kim Ly,"I bought 2 as presents for my sibling over Christmas for their cell phones from ""Reliable Merchandise corp aka RMC Bargains"" but it didn't look like the one in the pictures (look the photos I' upload).  The one that I received didn't not have a built in USB port for for my sibling to hook the charging cable into.  They had to carry an extra cable in the box.  Another thing was that it didn't have an AC plug to charge the device.  The charger was unable to charge my sister's iPhone.  It did charge my brother's Samsung Infuse.

Pros: nice and small

Cons:  Bad Seller (going to give him a bad review).
  Didn't have a built in USB port & had to carry extra cable.",Bought from RMC Bargains (aka Z & L QUALITY BARGAINS INC)but didn't get the same product,1326326400,12.0,"['https://images-na.ssl-images-amazon.com/images/I/61ZmP8ZuqYL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61qbA8lFJCL._SY88.jpg']",
5.0,True,2012-08-10,A3H1CE8T6GDVWV,B004Z4UG1U,,Fixer,"Quality metal construction, fits well, finish matches iPhone.  Not quite the original but good value!
Here's a few more words because it said I didn't say enough....",Better than expected.,1344556800,2.0,,
5.0,True,2012-09-17,A2O45NYKDQCVOD,B0085R2F3K,"{'Color:': ' Transparent green', 'Package Type:': ' Standard Packaging'}",LarryH,"Usually cell phone case are either silicone cases that are stretchy (not my favorites), or ""hard"" cases (what I usually get.)  This one is kind of in-between.  It is technically a ""hard"" case, but it is just a tinsy bit more flexible and stretchy, and that's a good thing!  It goes on easily, and stays on fine.  I suspect that the little extra ""give"" would be a good thing if I drop it, but I'm not planning on testing that theory, at least not on purpose!

Case looks nice, way nicer than the pictures. Very slim, adds hardly any bulk to the phone.

Fit is excellent IF you put it on from bottom to top, and not from side to side. I first slipped it on from the side, and the holes didn't line up too well. I took it off, aligned the charging port at the bottom, and worked it up to the top...Perfect fit! Holes line up wonderfully!

Summing up:  case looks good, fits well, easy to put on, small amount of stretch (a good thing!).  Probably the nicest case I've ever bought.

Any negatives?  Well, it probably won't protect as well as those cases that are so popular (named after furry aquatic rodents).  But this one should protect the phone fairly well, at least, without adding unnecessary bulk or costing too much.","Yeah, I like it!",1347840000,5.0,,
5.0,True,2012-02-07,A3B7VQBL6KA86F,B00M3T3VHA,,Jeff4U,"I bought this genuine Motorola DroidX2 vehicle dock back on June 2, 2011
Today (8 months later) that plastic adjustable wing-nut crumbled to pieces.

Although I had seen these similar complaints at Amazon, I considered this accessory a necessity and bought it anyway. I don't regret it and this is why: I trust Motorola products

I just got off the phone with Motorola. (spoke with Claire)
They agreed to send me a FREE replacement - the entire package.
They only ask that you send back the broken item with 30 days, or they'll charge you $49.99
Problem solved!

I also asked Claire if I would have to pay for return shipping.
She said YES - but added ""just call back with your RMA number and we will issue you a FREE shipping label"".
(the RMA number is sent to your email)

In Summary:
The replacement will cost me nothing
Motorola stood behind their product, as I predicted
I am happy!

Motorola Info:
1 year replacement warranty (tell them your purchase date)
Phone number: 1-800-734-5870 Mon-Fri 7AM-10PM & Sat-Sun 9AM-6PM CST

I hope my review has helped you,
Jeff",Loved it until it broke ... BUT Motorola replaced it FREE!,1328572800,3.0,,
5.0,True,2011-10-20,A1857CY4FFTIK2,B004IYVEBI,{'Color:': ' One'},vgl,The cover was great. It had a very good design and fits perfectly! The screen protector could be better but its good enough for me. The product was shipped very fast and the delivery only took a day! The price makes it even better,great deal!,1319068800,5.0,,
4.0,True,2012-09-06,A39FXKEHGQLXOZ,B0189CYXSK,"{'Size:': ' 1- Pack', 'Package Type:': ' Standard Packaging'}",W. Hancock,"The sound of this headset is very good for people listening to you talk, and the noise cancellation works well according to the people I've talked to using the headset.  The fit is a little tight on my average-sized head (7 1/8 hat size), but my wife thinks it fits perfectly.  Bluetooth link set up is fast and easy.  I do find myself turning up the headset volume to max, but that's no big deal.",Great Sound and Noise Cancellation - Tight Fit,1346889600,30.0,,
4.0,True,2011-12-16,A2V7EO331SFUF6,B005WCRYZ0,,D.B. Spalding,"<div id=""video-block-R186RPPV71JPC1"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/C1Ux-wcS%2BVS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/01gsNrxQtUS.png"" class=""video-slate-img-url"">&nbsp;Rather than shell out $30 for one good case/cover for my phone at the carrier's stores, I'd rather shell out $9-$10 three times for pretty good darn cases that I can use, wash periodically, then replace. Particularly if they take abuse and start to look cruddy after a year.

This cover fits the bill. The volume rocker is hard to operate through the rubber (I've since cut out the space over the rocker switch), but that's fine, I use Llama profiles and HTC Sense personalization to manage the ringtone and other volume levels, and a Bluetooth headset to manage the in-call volume. Only complaint about this budget case is that the makers must have thought there was a plug (HDMI?) at the bottom and left a hole there (no, not the normal mic, or the larger mic hole for speakerphone mode). Ooops! The button on the bottom is for releasing the phone's back cover, something you'd NEVER do with this case on it. Oh, well. $20 saved is better for me than perfection. For ""perfection,"" I'll get an OtterBox or a nice slip case like Case Logic's&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/CLP185DRD-XLarge-Universal-Cellphone-Case/dp/B004YZ85FO/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">CLP185DRD XLarge Universal Cellphone Case</a>.","Good value for money, not a deluxe case, but it will protect the finish of your Amaze",1323993600,21.0,['https://images-na.ssl-images-amazon.com/images/I/61EYaGVj4dL._SY88.jpg'],
5.0,True,2012-10-04,A1TBTJ8PU087LJ,B0082OHYGO,,MAS,"Case fits well and offers great protection and looks, on par with Otterbox. Color is consistent through out the case. The pink rubber is quality and does not feel cheap also the zebra covers are easy to remove and are quality as well. The case affords great protection and all the buttons are useable and feel good through the cover and are fully operational. Overall a must have!",A must have!,1349308800,2.0,,
5.0,True,2012-02-22,A1QPHPZ3R63GTA,B0055S212C,"{'Size:': ' Aesthetes', 'Color:': ' Green'}",Cyn,"The product was as described. Given the product reviews by others, I did not expect too much quality but was pleasantly surprised. It is a neat, sparkly case that is definitely a great deal for the price. Sure, one sparkle may fall off here and there but so far only one sparkle fell - not bad at all! I also purchased skyblue and gold, which are equally nice. Also, I have no problem docking my iPhone with the case on. I will definitely consider purchasing other colors in the near future.",Great Quality for the Price!,1329868800,3.0,,
5.0,True,2012-11-29,A2SZ0HQHKTTZ5D,B0093IHYRC,"{'Color:': ' Malachite Green', 'Package Type:': ' Standard Packaging'}",C. Leung,It is really convienent to have the cards you need along with your phone altogether in one. I also loved the color as well.,Convienent,1354147200,2.0,,
1.0,True,2012-12-25,A2FCLLE2CKG1XI,B005XQSN9G,"{'Size:': ' 7800mAh', 'Color:': ' Black'}",One is too much and a thousand is never enough,I bought this in June of 2012 and never fully used it...Just had it just in case so when I went to use it it was on 3 bars and used it to charge my Samsung tablet and when I charged it overnight the next day it was still on 3 bars SOOOO I used it more and drained it til it was dead and charged it overnight again NOW the first bar just blinks :(  .I stored it in a drawer at home and it was never exposed to anything that would prevent it from working properly. I read all rave reviews bout it tho..it would not be worth it for me to send it in since the window has expired and I would hafta pay for shipping both ways,DEAD after having for 6 months,1356393600,5.0,,
4.0,True,2012-07-11,A3SO1S0PUC9DVQ,B0023D4ZQC,,Antman74,"The picture does this little guy no justice. It's pretty small, however load and very easy to use and set up. The one thing I do have to complain about is the lack of instructions lol. Just in case it happens to you just press and hold the hang up button till the lights flash blue and red. Turn on your phone's bluetooth once you hear the beep and it stops flashing you are good to go. This one even rings when you get a call. I got this for my S3. Little did I know that the S voice works through the device. That was very cool and made working with that feature even easier.",I am now hands free.,1341964800,5.0,,
5.0,True,2011-11-28,A2LWDJUD6Z1BPH,B004ZMYA5A,,Dean Keith,"This product seems to be of high quality, looks exactly like the one pictured, and works fine for the iPhone 4S.",Works fine for 4S,1322438400,4.0,,
1.0,True,2011-08-04,A18MILRKI9EMG4,B0034THXTK,,S. Rambocas,"Ok. so the supplier was prompt and courteous but the issues avoidable. I paid for two day shipping as i was due to travel the phone arrived after i left and only after i contacted the seller. Upon arrival and opening the box i got a used phone with scratches on the face plate, the wrong charger, the back plate is replaced with a cheap cover from another supplier. Upon opening to insert the battery the inside is dirty and has a green dust on the phone and there is no memory card.  So decided to return only to realize i will now lose 15% restocking fee plus shipping ($81 or 18% cost of phone). Worst yet the supplier writes me to remove the bad review on the shipping problems as its bad for business. If the business was good i will not have an issue. Anyway the Torch is a great phone this is the third i am buying, the first from this supplier. Will never buy from here again.",Problematic Supplier,1312416000,169.0,,
1.0,True,2011-12-12,AAPO0SUZX2AX7,B005IJR3TO,,Apples136,"This product is complete junk. It was shipped with the cover paper not even cut correctly, looks like junk, protects like junk. Save your money",Junk,1323648000,2.0,,
5.0,True,2012-12-01,A22ZX396NNFW2N,B0090ENAJU,"{'Color:': ' Frost Clear Hot Pink', 'Package Type:': ' Standard Packaging'}",Sol Cali,"It is a great fit, good build quality. all openings are aligned to where the are suppose to be. very cool color.",good build quality,1354320000,3.0,,
5.0,True,2012-08-06,A353TBI3BIHYAX,B004CU1VW0,"{'Size:': ' .!Only Bluetooth 2.0', 'Color:': ' blue', 'Package Type:': ' Standard Packaging'}",Randy P,I have been using Motorola H Series headsets for years. I hate anything in my ear. I lost my H720 so I bought this one. Great price extra bells and whistles. Tells you when you connected and to which device. Tells you when you have an incoming call.,Outstanding headset,1344211200,4.0,,
1.0,True,2011-08-20,A28A45H7MON79J,B0041RSFT6,,Gloria,"This phone would have been SO Awsome, if it were ment to be used here in the US, but unfortunatly, THIS phone was made to be used in CENTRAL AMERICA ONLY!!!! THE only thing you can actually do on it, is make phone calls and text....Very disappointed in the outcome. Wish sellers would advise the ENTIRE facts, before purchase. :-(",.DONT BE FOOLED,1313798400,5.0,,
2.0,True,2011-05-26,A1KBB5D5WYW3UP,B0013NUD2I,,Jasper,"Ordered this case after reading the description that clearly and plainly states it's ""leather"".  Case arrived in a timely fashion.....but it is NOT leather.  It's some type of vinyl.  I sent it back and they did refund my money, so no problem there.  I just don't know how they can advertise it as leather when it obviously is some type of vinyl.

I previously (from another source locally) purchased what appears to be this exact case, knowing it was vinyl since I looked at it in person, and purchased it since I couldn't find one that fit my phone as well as this one in leather.  It lasted about 2 or 3 weeks and the belt clip sheered right off of the case and dropped to the ground one day.

So if you're a light user of your phone case, this may work for you.  If you're a user who needs your phone clipped to your belt for 10 or 12 hours a day for work......forget it.","Great fit for my phone, but NOT leather as advertised",1306368000,3.0,,
4.0,True,2012-02-29,A296Z4WZUOX9HX,B006QBKTCG,,aceducy,"It just sits on the bedstand, and with the right software you can keep it lit very dimly all night.  Use as a soft clock or such.

The unit does indeed charge BOTH the phone and a battery at the same time at the normal rate.  The trick is, you've GOT to use the wall wart that comes with it.  A standard USB charger will not give enough power to charge both (or either), and the supplied charger will output the 1 full amp that this unit needs.  I believe the USB spec for run of the mill chargers is 750ma, or 3/4 the power of this one.  Now, if the Chinese engineers that designed this thing would have allowed full flow to just one side of the charger (either the phone or the external battery bay) using a standard 750ma charger, then this would have been a perfect unit.  But it's really no big thing, just use the charger that comes with it and that's that.  Using the supplied charger, you can charge one at a time or both at the same time with no problem.  (Some wall outlets nowadays have built-in USB chargers that will NOT work with this device).

You learn pretty quick how to pop it in and out with just one hand.  Build quality is surprisingly good.  Solid, well built.  The only thing it's missing is a separate status LED for the phone - the only LED on the unit (there's only one) just monitors the external batt charger, which works fine.  But no LED status for the phone.  Then again, the phone will tell you on the opening screen when it's being charged.

Samsung gladly added a mandatory battery-full alert to the latest version of Android OS, so when the battery tops off in the middle of the night it'll sound alarms and go to full bright, thus waking up you, the dog and possibly the War Dept.  This was removed going from 2.2 to 2.3 to protect us from ourselves I'm sure.  If you want to kill this stupid Samsung oversight, download ""Battery Charged Silencer"" from the market, then you can sleep all night.",Excellent !,1330473600,50.0,,
